queue_id,created_at,title,classification,proposed_pixel_prompt,raw_content_pixel_art_prompt
3b2d80ed-8302-43d3-a6ca-fe889fcf4bd4,2026-06-08T15:38:16.044209+00:00,Pulau Senang riot: 18 hanged in Singapore's largest mass execution (1965),dagger,"16-bit JRPG pixel art style, Singapore island prison colony at dusk, stone walls and iron gates, pixel art gallows silhouette against an orange sky, dark atmospheric lighting, muted colours, no characters depicted, oppressive institutional architecture, tropical trees in background","16-bit JRPG pixel art style, Singapore island prison colony at dusk, stone walls and iron gates, pixel art gallows silhouette against an orange sky, dark atmospheric lighting, muted colours, no characters depicted, oppressive institutional architecture, tropical trees in background"
9018b5bd-bc33-403d-abc2-d797657d21d7,2026-06-08T15:38:42.585042+00:00,How Yishun got its cinema — and why the rest of Singapore followed,heart,"16-bit JRPG pixel art style, Yishun HDB town centre in the late 1980s, a gleaming new cinema complex with a marquee sign and neon lights, pixel art residents queuing happily outside, warm golden evening lighting, cheerful and nostalgic atmosphere, Singapore HDB blocks visible in the background","16-bit JRPG pixel art style, Yishun HDB town centre in the late 1980s, a gleaming new cinema complex with a marquee sign and neon lights, pixel art residents queuing happily outside, warm golden evening lighting, cheerful and nostalgic atmosphere, Singapore HDB blocks visible in the background"
16441860-47b0-4cb4-ae0a-62746a7de341,2026-06-08T15:39:02.439196+00:00,The man behind Yishun: rubber baron Lim Nee Soon's name lives on,heart,"16-bit JRPG pixel art style, Yishun HDB town historical scene, lush green rubber plantation in the background transitioning into modern HDB blocks, warm golden sunrise lighting, pixel art signpost reading 'Nee Soon' with an arrow pointing toward a gleaming new MRT station, nostalgic and hopeful atmosphere, soft pastel sky","16-bit JRPG pixel art style, Yishun HDB town historical scene, lush green rubber plantation in the background transitioning into modern HDB blocks, warm golden sunrise lighting, pixel art signpost reading 'Nee Soon' with an arrow pointing toward a gleaming new MRT station, nostalgic and hopeful atmosphere, soft pastel sky"
f057af81-3f7b-497a-8390-86c743ea7fd4,2026-06-08T15:39:25.12429+00:00,Chung Cheng High School puts down roots in Yishun after decades of wandering,heart,"16-bit JRPG pixel art style, Yishun HDB neighbourhood school exterior at golden hour, pixel art school gate with Chinese characters on signboard, lush pixel trees lining the path, students in uniforms walking through the gate, warm amber sky, community pride atmosphere, no real people depicted","16-bit JRPG pixel art style, Yishun HDB neighbourhood school exterior at golden hour, pixel art school gate with Chinese characters on signboard, lush pixel trees lining the path, students in uniforms walking through the gate, warm amber sky, community pride atmosphere, no real people depicted"
6e8a34fe-da00-4be8-a699-63f2dd8f57e7,2026-06-08T15:39:44.525192+00:00,Yishun Public Library quietly becomes one of the north's best community spaces,heart,"16-bit JRPG pixel art style, Yishun HDB town interior, cosy public library scene inside a bright shopping mall, pixel art bookshelves lined with colourful books, small pixel art children reading at low tables, warm yellow lighting, potted pixel art plants near entrance, cheerful daytime atmosphere, soft pastel colour palette","16-bit JRPG pixel art style, Yishun HDB town interior, cosy public library scene inside a bright shopping mall, pixel art bookshelves lined with colourful books, small pixel art children reading at low tables, warm yellow lighting, potted pixel art plants near entrance, cheerful daytime atmosphere, soft pastel colour palette"
db6a61a4-41a5-4995-91c8-f53d688fa6c6,2026-06-08T15:40:06.656675+00:00,Yishun gets a new neighbour: Canberra MRT station opens after $90m build,heart,"16-bit JRPG pixel art style, Yishun HDB environment, brand new MRT station entrance gleaming under daylight, pixel art commuters walking through glass doors, green landscaping and void deck nearby, cheerful warm lighting, celebratory ribbon-cutting atmosphere, North–South Line red colour scheme on signage","16-bit JRPG pixel art style, Yishun HDB environment, brand new MRT station entrance gleaming under daylight, pixel art commuters walking through glass doors, green landscaping and void deck nearby, cheerful warm lighting, celebratory ribbon-cutting atmosphere, North–South Line red colour scheme on signage"
8d1e94c4-2332-4852-86cb-595e0d3f3e9c,2026-06-08T15:40:27.448903+00:00,Yishun station was first in Singapore to trial elevated platform screen doors,heart,"16-bit JRPG pixel art style, Yishun MRT elevated station platform, bright daytime sky, newly installed half-height platform screen doors gleaming silver, pixel art commuters waiting safely behind barriers, clean HDB heartland backdrop visible beyond the tracks, warm optimistic lighting, retro sprite aesthetic","16-bit JRPG pixel art style, Yishun MRT elevated station platform, bright daytime sky, newly installed half-height platform screen doors gleaming silver, pixel art commuters waiting safely behind barriers, clean HDB heartland backdrop visible beyond the tracks, warm optimistic lighting, retro sprite aesthetic"
aa637f56-eb7a-4ec4-8e6c-01655228e847,2026-06-08T15:40:52.280179+00:00,Khoo Teck Puat Hospital brings full specialist care to Yishun Central,heart,"16-bit JRPG pixel art style, Yishun HDB environment, large modern hospital building overlooking a peaceful pond, lush greenery surrounding the facility, warm daylight, pixel art trees and water reflections, soft blue sky, cheerful and calm atmosphere, no people depicted","16-bit JRPG pixel art style, Yishun HDB environment, large modern hospital building overlooking a peaceful pond, lush greenery surrounding the facility, warm daylight, pixel art trees and water reflections, soft blue sky, cheerful and calm atmosphere, no people depicted"
6f04d0ee-ed93-492d-b08d-cad1051bc9a5,2026-06-08T15:41:14.916042+00:00,Yishun's $700M hospital quietly became one of Singapore's most vital,heart,"16-bit JRPG pixel art style, Yishun HDB environment, large modern hospital building with lush greenery and rooftop gardens, warm daylight, pixel art ambulance at entrance, small pixel figures walking through open plaza, soft blue and white colour palette, hopeful and calm atmosphere","16-bit JRPG pixel art style, Yishun HDB environment, large modern hospital building with lush greenery and rooftop gardens, warm daylight, pixel art ambulance at entrance, small pixel figures walking through open plaza, soft blue and white colour palette, hopeful and calm atmosphere"
b3e8f7d2-a60b-41d0-975e-997968be2f51,2026-06-08T15:41:33.632502+00:00,Yishun's surprisingly stacked country club scene has something for everyone,heart,"16-bit JRPG pixel art style, Yishun HDB neighbourhood transitioning into a lush country club grounds, pixel art swimming pool glinting in sunlight, bowling pin icon on a signboard, small pixel art rock climbing wall, tropical trees lining a reservoir path, warm golden afternoon lighting, cheerful and peaceful atmosphere, no human characters depicted","16-bit JRPG pixel art style, Yishun HDB neighbourhood transitioning into a lush country club grounds, pixel art swimming pool glinting in sunlight, bowling pin icon on a signboard, small pixel art rock climbing wall, tropical trees lining a reservoir path, warm golden afternoon lighting, cheerful and peaceful atmosphere, no human characters depicted"
bf882a50-fbd3-4865-b65b-2f93f9aa3130,2026-06-08T15:41:53.745885+00:00,Yishun gets its own hospital after north residents spent decades travelling south,heart,"16-bit JRPG pixel art style, Yishun HDB environment, gleaming new hospital building surrounded by lush greenery and garden landscaping, pixel art ambulance parked outside entrance, warm golden sunrise lighting, cheerful pastel colour palette, small pixel art figures of nurses and patients walking through garden paths, hopeful and community-focused atmosphere","16-bit JRPG pixel art style, Yishun HDB environment, gleaming new hospital building surrounded by lush greenery and garden landscaping, pixel art ambulance parked outside entrance, warm golden sunrise lighting, cheerful pastel colour palette, small pixel art figures of nurses and patients walking through garden paths, hopeful and community-focused atmosphere"
983d96b5-001c-4887-bdfc-acd7a8008d16,2026-06-08T15:42:16.707716+00:00,Yishun finally gets air-conditioned bus interchange after 28 years,heart,"16-bit JRPG pixel art style, Yishun HDB town centre, gleaming new air-conditioned bus interchange interior, pixel art commuters waiting on clean benches, bright overhead lighting, connected mall corridors, warm welcoming atmosphere, modern Singapore transit hub aesthetic, cheerful daytime scene","16-bit JRPG pixel art style, Yishun HDB town centre, gleaming new air-conditioned bus interchange interior, pixel art commuters waiting on clean benches, bright overhead lighting, connected mall corridors, warm welcoming atmosphere, modern Singapore transit hub aesthetic, cheerful daytime scene"
c828909a-358f-4925-940f-6e8462a808b2,2026-06-08T15:42:31.50713+00:00,Yishun station was first in Singapore to trial elevated platform screen doors,heart,"16-bit JRPG pixel art style, Yishun MRT elevated station platform, bright daytime sky, newly installed half-height yellow platform screen doors gleaming, pixel art commuters waiting safely behind barriers, clean HDB neighbourhood visible in background, hopeful warm lighting, civic pride atmosphere","16-bit JRPG pixel art style, Yishun MRT elevated station platform, bright daytime sky, newly installed half-height yellow platform screen doors gleaming, pixel art commuters waiting safely behind barriers, clean HDB neighbourhood visible in background, hopeful warm lighting, civic pride atmosphere"
93ea649a-8e71-475b-90d8-d19e74d2bdef,2026-06-08T15:42:58.407019+00:00,Yishun MRT station turns 35 — the terminus that started it all,heart,"16-bit JRPG pixel art style, Yishun MRT station above-ground platform at golden hour, retro 1988 aesthetic, pixel art train arriving at elevated station, warm orange sky, HDB blocks visible in background, commuters as small pixel sprites, nostalgic and peaceful atmosphere, North–South Line red train livery","16-bit JRPG pixel art style, Yishun MRT station above-ground platform at golden hour, retro 1988 aesthetic, pixel art train arriving at elevated station, warm orange sky, HDB blocks visible in background, commuters as small pixel sprites, nostalgic and peaceful atmosphere, North–South Line red train livery"
97949acd-6873-4aba-bcf9-4b34bb250970,2026-06-08T15:43:20.469419+00:00,Yishun MRT station opened two years ahead of schedule in 1988,heart,"16-bit JRPG pixel art style, Yishun MRT elevated station exterior at golden hour, cheerful pixel art commuters on platform, vintage 1988 aesthetic with warm orange sky, pixel art train arriving, celebratory bunting on station pillars, lush green pixel art trees below viaduct, upbeat and nostalgic atmosphere","16-bit JRPG pixel art style, Yishun MRT elevated station exterior at golden hour, cheerful pixel art commuters on platform, vintage 1988 aesthetic with warm orange sky, pixel art train arriving, celebratory bunting on station pillars, lush green pixel art trees below viaduct, upbeat and nostalgic atmosphere"
b720bf2a-e94a-4458-83fa-fde47245ca2f,2026-06-08T15:43:43.974377+00:00,Yishun finally connected to the grid as North–South Line extension opens in 1996,heart,"16-bit JRPG pixel art style, Yishun MRT station exterior in 1996, bright daytime scene, pixel art MRT train arriving at elevated platform, cheerful crowds of pixel art commuters waving small flags, tropical HDB skyline in background, warm golden lighting, celebratory banners strung between lamp posts, lush green pixel art trees lining the tracks","16-bit JRPG pixel art style, Yishun MRT station exterior in 1996, bright daytime scene, pixel art MRT train arriving at elevated platform, cheerful crowds of pixel art commuters waving small flags, tropical HDB skyline in background, warm golden lighting, celebratory banners strung between lamp posts, lush green pixel art trees lining the tracks"
5e91c742-1df6-4f50-ae67-ef64a8b60e94,2026-06-08T15:44:00.838015+00:00,"Singapore's first multiplex quietly turns 33 in Yishun, still standing",heart,"16-bit JRPG pixel art style, Yishun HDB town centre at dusk, retro multiplex cinema facade glowing with bright neon pink and teal stripes, pixel art crowds of Singaporeans queuing outside, warm nostalgic lighting, 1990s aesthetic, cheerful and vibrant atmosphere, postmodern architecture rendered in pixel blocks","16-bit JRPG pixel art style, Yishun HDB town centre at dusk, retro multiplex cinema facade glowing with bright neon pink and teal stripes, pixel art crowds of Singaporeans queuing outside, warm nostalgic lighting, 1990s aesthetic, cheerful and vibrant atmosphere, postmodern architecture rendered in pixel blocks"
a3d51e34-dc1b-4f73-957f-4c1c03e54e86,2026-06-08T15:44:27.413464+00:00,Yishun 10 rises from a construction site visit by Jackie Chan to become GV Yishun,heart,"16-bit JRPG pixel art style, Yishun HDB town environment, cheerful daytime scene of a grand multiplex cinema opening, pixel art marquee sign reading 'Yishun 10', small crowd of pixel art characters celebrating outside, colourful bunting and balloons, warm golden sunlight, festive community atmosphere, retro 1992 aesthetic","16-bit JRPG pixel art style, Yishun HDB town environment, cheerful daytime scene of a grand multiplex cinema opening, pixel art marquee sign reading 'Yishun 10', small crowd of pixel art characters celebrating outside, colourful bunting and balloons, warm golden sunlight, festive community atmosphere, retro 1992 aesthetic"
d39a9b93-64f9-43f3-b94b-9729c283062f,2026-06-08T15:45:26.140701+00:00,Decomposed body of missing teen found scattered across Yishun Industrial Park,dagger,"16-bit JRPG pixel art style, Yishun Industrial Park forested area at dusk, overgrown undergrowth and dark trees, yellow police tape strung between pixel art tree trunks, a school uniform blouse on the ground with a visible nametag, silhouettes of uniformed figures in the background, heavy atmospheric fog, muted green and grey palette, oppressive and sombre mood, no human faces visible","16-bit JRPG pixel art style, Yishun Industrial Park forested area at dusk, overgrown undergrowth and dark trees, yellow police tape strung between pixel art tree trunks, a school uniform blouse on the ground with a visible nametag, silhouettes of uniformed figures in the background, heavy atmospheric fog, muted green and grey palette, oppressive and sombre mood, no human faces visible"
b6a4ad0c-8b5e-475f-9d08-20ef9350779a,2026-06-16T13:46:13.838006+00:00,Yishun 10's fate sparks rare debate on what Singapore chooses to remember,heart,"16-bit JRPG pixel art style, Yishun HDB town centre at golden hour, a weathered two-storey kopitiam building with warm glowing windows, pixel art potted plants and old signage on the facade, a small crowd of pixel art silhouettes gathered outside, nostalgic and bittersweet atmosphere, soft amber and teal palette","16-bit JRPG pixel art style, Yishun HDB town centre at golden hour, a weathered two-storey kopitiam building with warm glowing windows, pixel art potted plants and old signage on the facade, a small crowd of pixel art silhouettes gathered outside, nostalgic and bittersweet atmosphere, soft amber and teal palette"
ede513df-ff88-415e-9c7e-bbe6793a291b,2026-06-16T13:55:22.713545+00:00,Speeding PMA rider on Yishun pedestrian path crashes himself out,clown,"16-bit JRPG pixel art style, Yishun HDB pedestrian footpath in daylight, overturned small mobility scooter on tiled walkway, pixel art skid marks, scattered debris, shocked pixel art bystanders watching from the side, bright flat Singapore daylight, slightly comedic tone","16-bit JRPG pixel art style, Yishun HDB pedestrian footpath in daylight, overturned small mobility scooter on tiled walkway, pixel art skid marks, scattered debris, shocked pixel art bystanders watching from the side, bright flat Singapore daylight, slightly comedic tone"
efd73f69-5d85-46d4-87b4-231a2f30e2f4,2026-06-16T13:56:48.065299+00:00,PMA rider hospitalised after flipping it on Yishun park connector,clown,"16-bit JRPG pixel art style, Yishun HDB park connector path at daytime, overturned small mobility scooter on a cycling path, pixel art trees and lamp posts lining the path, scattered pixel debris, ambulance in background with flashing lights, warm afternoon lighting, slightly comedic tone","16-bit JRPG pixel art style, Yishun HDB park connector path at daytime, overturned small mobility scooter on a cycling path, pixel art trees and lamp posts lining the path, scattered pixel debris, ambulance in background with flashing lights, warm afternoon lighting, slightly comedic tone"
a4eca327-1eea-4a56-a58b-88018408a90d,2026-06-16T13:58:42.637881+00:00,Yishun woman charged under Wildlife Act for feeding pigeons and crows,clown,"16-bit JRPG pixel art style, Yishun HDB void deck at midday, pixel art pigeons and crows swarming around a park bench, scattered breadcrumbs on the ground, bright cheerful lighting, a small pixel art notice board with a warning sign, birds rendered in exaggerated cartoon style, warm pastel sky background","16-bit JRPG pixel art style, Yishun HDB void deck at midday, pixel art pigeons and crows swarming around a park bench, scattered breadcrumbs on the ground, bright cheerful lighting, a small pixel art notice board with a warning sign, birds rendered in exaggerated cartoon style, warm pastel sky background"
9ee712d3-b52d-47c5-aee1-fd1a17d80a5c,2026-06-16T14:00:35.443658+00:00,Yishun rubbish chute crash driver allegedly high on meth at the wheel,dagger,"16-bit JRPG pixel art style, Yishun HDB estate at night, a small car crashed into a concrete rubbish chute block, debris scattered on the ground, yellow police tape strung across the scene, flickering HDB corridor lights overhead, dark moody atmosphere, pixel art police car with flashing blue and red lights in background, no human figures visible","16-bit JRPG pixel art style, Yishun HDB estate at night, a small car crashed into a concrete rubbish chute block, debris scattered on the ground, yellow police tape strung across the scene, flickering HDB corridor lights overhead, dark moody atmosphere, pixel art police car with flashing blue and red lights in background, no human figures visible"
ea5be49b-cb45-4491-b0dd-1105acde52ae,2026-06-16T14:02:25.421326+00:00,Resident rushes to tackle blaze in Yishun apartment car park before SCDF arrives,heart,"16-bit JRPG pixel art style, Yishun HDB multi-storey car park at night, small orange fire flickering near parked vehicles, pixel art fire extinguisher in foreground, silhouette of a lone resident figure mid-action, red SCDF truck approaching in background, dramatic warm glow against dark concrete pillars, atmospheric smoky haze, top-down isometric angle","16-bit JRPG pixel art style, Yishun HDB multi-storey car park at night, small orange fire flickering near parked vehicles, pixel art fire extinguisher in foreground, silhouette of a lone resident figure mid-action, red SCDF truck approaching in background, dramatic warm glow against dark concrete pillars, atmospheric smoky haze, top-down isometric angle"
0a05f9df-fc3e-4a8c-b49f-978dafe414a4,2026-06-16T14:04:18.531445+00:00,Meth-fuelled driver who crashed into Yishun HDB rubbish chute charged with multiple offenc,dagger,"16-bit JRPG pixel art style, Yishun HDB void deck at daytime, a pixelated car crashed into a concrete rubbish chute structure, debris and dust clouds rendered in pixel art, yellow police tape strung across the scene, HDB block looming in background, dramatic low-angle lighting, muted grey and orange palette, no human figures visible","16-bit JRPG pixel art style, Yishun HDB void deck at daytime, a pixelated car crashed into a concrete rubbish chute structure, debris and dust clouds rendered in pixel art, yellow police tape strung across the scene, HDB block looming in background, dramatic low-angle lighting, muted grey and orange palette, no human figures visible"
f1e254d2-c656-4101-83bf-5315099a428e,2026-06-16T14:06:02.3265+00:00,"Yishun pigeon feeder, 74, asks court for email address to explain herself",clown,"16-bit JRPG pixel art style, Yishun HDB courtroom scene, elderly pixel art character standing before a wooden podium, dozens of pixel pigeons crowding the floor and benches, fluorescent lighting, bewildered pixel art judge figure, stack of papers on desk, warm indoor palette with soft yellow lighting, absurdist atmosphere","16-bit JRPG pixel art style, Yishun HDB courtroom scene, elderly pixel art character standing before a wooden podium, dozens of pixel pigeons crowding the floor and benches, fluorescent lighting, bewildered pixel art judge figure, stack of papers on desk, warm indoor palette with soft yellow lighting, absurdist atmosphere"
c7ef99e0-05b1-4257-8423-dd1d976d9c0d,2026-06-16T14:07:58.060024+00:00,"Drugged, unlicensed driver crashes into Yishun void deck — flees in boxers",dagger,"16-bit JRPG pixel art style, Yishun HDB void deck at night, a crashed car embedded into concrete pillars, yellow police tape strung across the scene, scattered debris on tiled floor, flickering fluorescent void deck lights, pixel art police officers examining the wreckage, dark and tense atmospheric lighting, no human faces visible","16-bit JRPG pixel art style, Yishun HDB void deck at night, a crashed car embedded into concrete pillars, yellow police tape strung across the scene, scattered debris on tiled floor, flickering fluorescent void deck lights, pixel art police officers examining the wreckage, dark and tense atmospheric lighting, no human faces visible"
e3b87eeb-572f-45fa-85cf-d1fd1271eed9,2026-06-16T14:09:31.878816+00:00,Motorcyclist dies after accident in Yishun,dagger,"16-bit JRPG pixel art style, Yishun HDB road intersection at night, overturned motorcycle on tarmac, pixel art ambulance with flashing red lights, yellow police cordon tape, dark atmospheric lighting, rain-slicked road surface, distant HDB blocks in background, somber blue-grey palette","16-bit JRPG pixel art style, Yishun HDB road intersection at night, overturned motorcycle on tarmac, pixel art ambulance with flashing red lights, yellow police cordon tape, dark atmospheric lighting, rain-slicked road surface, distant HDB blocks in background, somber blue-grey palette"
dcee8a90-d910-42c2-88d7-8915e7b39d9e,2026-06-16T14:12:49.243039+00:00,Bedroom fire cracks window panel in Yishun HDB flat,clown,"16-bit JRPG pixel art style, Yishun HDB flat exterior at night, one window glowing bright orange with pixel art flames visible through cracked glass, smoke rising in pixel clouds against dark sky, HDB block facade with rows of dark windows contrasting the single burning room, atmospheric emergency lighting from below, retro game aesthetic","16-bit JRPG pixel art style, Yishun HDB flat exterior at night, one window glowing bright orange with pixel art flames visible through cracked glass, smoke rising in pixel clouds against dark sky, HDB block facade with rows of dark windows contrasting the single burning room, atmospheric emergency lighting from below, retro game aesthetic"
e12b0a09-ed30-43a8-bb31-194c19ccf4a2,2026-06-16T14:14:39.18403+00:00,Car ploughs into Yishun rubbish chute; driver charged with meth-fuelled driving,dagger,"16-bit JRPG pixel art style, Yishun HDB void deck at night, a pixelated sedan car crashed sideways into a concrete rubbish chute block, debris and dust particles scattered on the ground, yellow police tape strung across the scene, flickering fluorescent void deck lighting overhead, dark blue night sky visible between HDB blocks in background, atmospheric shadows, no human figures visible","16-bit JRPG pixel art style, Yishun HDB void deck at night, a pixelated sedan car crashed sideways into a concrete rubbish chute block, debris and dust particles scattered on the ground, yellow police tape strung across the scene, flickering fluorescent void deck lighting overhead, dark blue night sky visible between HDB blocks in background, atmospheric shadows, no human figures visible"
de7161f2-41fb-413c-bbd0-b9c07234822f,2026-06-16T14:16:01.469928+00:00,Car crash in Yishun ends with stun device and drug charges for driver,dagger,"16-bit JRPG pixel art style, Yishun HDB road at night, crashed pixel art sedan against a kerb, flashing blue-red police lights, two pixel art police officers standing near the vehicle, yellow police tape, dark atmospheric lighting, scattered debris on road, ominous urban mood","16-bit JRPG pixel art style, Yishun HDB road at night, crashed pixel art sedan against a kerb, flashing blue-red police lights, two pixel art police officers standing near the vehicle, yellow police tape, dark atmospheric lighting, scattered debris on road, ominous urban mood"
0d553396-dc24-4600-acf3-f59d3a7c4349,2026-06-16T14:17:38.671061+00:00,Housebreaking at Yishun HDB flat ends in arrest of 22-year-old man,dagger,"16-bit JRPG pixel art style, Yishun HDB corridor at night, broken door ajar with pixel art splinter detail, flickering fluorescent corridor light, yellow police tape across doorway, dark blue night sky visible through corridor window, lone pixel art police officer standing guard, ominous shadow on tiled floor, muted colour palette with harsh lamp glow","16-bit JRPG pixel art style, Yishun HDB corridor at night, broken door ajar with pixel art splinter detail, flickering fluorescent corridor light, yellow police tape across doorway, dark blue night sky visible through corridor window, lone pixel art police officer standing guard, ominous shadow on tiled floor, muted colour palette with harsh lamp glow"
